ID,Text,Labels
7915_34_2,die unterbrechung der geschlossenen bauweise ist zulässig.,['UnterbrechungGeschlosseneBauweise']
7915_35_0,auf den mit ekz bezeichneten grundflächen darf die fläche von räumen gemäß § 7c abs. 1 in summe 5.000 m² nicht übersteigen.,"['BBAllgemein', 'Planzeichen']"
7915_36_0,auf der in verbindung der punkte w-x-y-z begrenzten fläche wird ein städtebaulicher schwerpunkt gesetzt.,['Planzeichen']
7915_37_0,gemäß § 4 (3) und § 5 (7) der bauordnung für wien wird für teile des plangebietes mit eigener kennzeichnung im plan (bb) bestimmt:,['Planzeichen']
7915_38_0,"für die mit bb21 bezeichneten grundflächen wird bestimmt: der raum unterhalb des brückentragwerkes ist der widmung verkehrsband zugeordnet, der darüber liegende raum bis zu einer höhe von 170,0 m über wiener null der öffentlichen verkehrsfläche.","['Planzeichen', 'WidmungInMehrerenEbenen']"
7915_38_1,"der raum ab einer höhe von 170,0 m über wiener null ist der widmung gemischtes baugebiet/geschäftsviertel, bauklasse vi, + 170-190 m, geschlossene bauweise zugeordnet;","['Bauklasse', 'BauklasseVIHoeheMax', 'BauklasseVIHoeheMin', 'BauweiseID', 'WidmungInMehrerenEbenen']"
7915_38_2,die unterbrechung der geschlossenen bauweise ist zulässig;,['UnterbrechungGeschlosseneBauweise']
7915_38_3,die zur errichtung gelangenden dächer sind als flachdächer mit einer neigung von höchstens 5 grad auszuführen.,"['Dachart', 'DachneigungMax']"
7915_39_0,"für die mit bb22 bezeichnete grundfläche wird bestimmt: der raum unterhalb des brückentragwerkes ist der widmung verkehrsband zugeordnet, der darüber liegende raum der öffentlichen verkehrsfläche.","['Planzeichen', 'WidmungInMehrerenEbenen']"
7915_40_0,"für die in gerader verbindung der punkte a-b-c-d begrenzten fläche wird bestimmt, dass der raum bis zur konstruktionsunterkante der platte über der a23 als verkehrsband ausgewiesen wird, der darüberliegende raum wird entsprechend der jeweiligen planlichen darstellung dem bauland bzw. dem grünland mit dem ausgewiesenen bestimmungen zugeordnet.","['Planzeichen', 'WidmungInMehrerenEbenen']"
7915_41_0,"für die mit bb23 bezeichnete grundfläche wird bestimmt, dass der raum bis zu einer höhe von 16,0 m über dem anschließenden gelände der widmung erholungsgebiet/parkanlage zugeordnet ist, der darüber liegende raum der widmung wohngebiet mit den bestimmungen bauklasse v, geschlossene bauweise.","['Bauklasse', 'BauweiseID', 'Planzeichen', 'WidmungInMehrerenEbenen']"
7915_42_0,für die in verbindung der punkte q-r-s-t-u-v begrenzte fläche tritt mit,['Planzeichen']
7915_43_0,juni 2017 eine bausperre gemäß § 8 abs. 2 der bo für wien in kraft.,[]
7915_43_1,der abteilungsleiter: dipl.-ing. walter krauss senatsrat,[]
7814_0_0,magistrat der stadt wien ma 21 a stadtteilplanung und flächennutzung innen-west plandokument 7814 abänderung des flächenwidmungsplanes und des bebauungsplanes,[]
7814_0_1,"der gemeinderat hat in seiner sitzung am 21. november 2007, pr. zl. 4784/2007–gsv, den folgenden beschluss gefasst: in abänderung des flächenwidmungsplanes und des bebauungsplanes für das im antragsplan nr. 7814 mit der rot strichpunktierten linie und der in roter schrift als plangebietsgrenze bezeichneten fluchtlinien umschriebene gebiet zwischen hafenzufahrtsstraße, linienzug 1-2, linienzug 2-3 (einbautentrasse), linienzug 3-5 im 2.",[]
7814_0_2,"bezirk, kat. g. leopoldstadt werden unter anwendung des § 1 der bo für wien folgende bestimmungen getroffen:",[]
7814_1_0,die roten planzeichen gelten als neu festgesetzt;,[]
7814_1_1,"die schwarzen planzeichen behalten ihre rechtskraft, sofern sie nicht rot überdeckt, durchkreuzt oder durchgestrichen sind.",[]
7814_1_2,"für die rechtliche bedeutung der roten planzeichen ist die beiliegende „zeichenerklärung für den flächenwidmungsplan und den bebauungsplan“ (§§ 4 und 5 der bo für wien) vom 1. oktober 2001 maßgebend, die einen bestandteil dieses beschlusses bildet.",[]
7814_2_0,gemäß § 5 abs. 4 der bo für wien wird für einen teil des plangebietes mit eigener kennzeichnung im plan bestimmt:,[]
7814_3_0,"auf der mit spk/bb7 bezeichneten fläche sind gebäude in zusammenhang mit berufsgärtnerischer nutzung und mit einer maximalen gebäudehöhe von 4,5 m zulässig.","['GebaeudeHoeheMaxAbsolut', 'Planzeichen', 'Widmung']"
7814_3_1,"der höchste punkt der dächer der zur errichtung gelangenden gebäude darf nicht höher als 3,5 m über der tatsächlich errichteten gebäudehöhe liegen.","['AbschlussDachMaxBezugGebaeude', 'GebaeudeHoeheArt']"
7814_3_2,die mit spk/bb7 bezeichnete fläche darf im ausmaß von höchstens 25% bebaut werden.,"['BebauteFlaecheMaxProzentual', 'Planzeichen', 'Widmung']"
7814_4_0,"auf der im sondergebiet mit bb8 bezeichneten fläche ist die errichtung eines hebewerkes mit einer maximalen gebäudehöhe von 5,5 m zulässig.","['ErrichtungGebaeude', 'GebaeudeBautyp', 'GebaeudeHoeheMaxAbsolut', 'Planzeichen', 'Widmung']"
7814_5_0,"im übrigen haben die planzeichen die bedeutung, die sich aus dem gemeinderatsbeschluss vom 25. juni 1997, pr.zl. 156 gpz/1997, pd 6958 ergibt.",[]
7814_5_1,der abteilungsleiter: dipl.-ing. klaus vatter obersenatsrat,[]
7706_0_0,magistrat der stadt wien ma 21 a stadtteilplanung und flächennutzung innen-west plandokument 7706 festsetzung des flächenwidmungsplanes und des bebauungsplanes,[]
7706_0_1,"der gemeinderat hat in seiner sitzung am 31. märz 2006, pr. zl. 1005/2006–gsv, den folgenden beschluss gefasst: in festsetzung des flächenwidmungsplanes und des bebauungsplanes für das im antragsplan nr. 7706 mit der rot strichpunktierten linie und der in roter schrift als plangebietsgrenze bezeichneten fluchtlinie bzw. bezirksgrenze umschriebene gebiet zwischen winckelmannstraße, mariahilfer straße (bezirksgrenze) schlossallee (bezirksgrenze), schlossbrücke (bezirksgrenze), wienfluß (bezirksgrenze), schönbrunner brücke im 15.",['VerkehrsflaecheID']
7706_0_2,"bezirk, kat. g. rudolfsheim werden unter anwendung des § 1 der bo für wien folgende bestimmungen getroffen:",[]
7706_1_0,die roten planzeichen gelten als neu festgesetzt.,[]
7706_1_1,"für die rechtliche bedeutung der roten planzeichen ist die beiliegende „zeichenerklärung für den flächenwidmungsplan und den bebauungsplan“ (§§ 4 und 5 der bo für wien) vom 1. oktober 2001 maßgebend, die einen bestandteil dieses beschlusses bildet.",[]
7706_2_0,"für die querschnitte der verkehrsflächen gemäß § 5 abs. 2 lit. c der bo für wien wird bestimmt, dass entlang der fluchtlinien gehsteige mit mindestens 2,00 m breite herzustellen sind.","['AnFluchtlinie', 'GehsteigbreiteMin']"
7706_2_1,in der winckelmannstraße ist vorsorge zur pflanzung bzw. erhaltung von einer baumreihe zu treffen.,"['VerkehrsflaecheID', 'VorkehrungBepflanzung']"
7706_3_0,bestimmungen gemäß § 5 abs. 4 der bo für wien:,[]
7706_4_0,"im gesamten plangebiet darf bei den zur errichtung gelangenden gebäuden der höchste punkt des daches nicht höher als 4,50 m über der tatsächlich errichteten gebäudehöhe liegen.","['AbschlussDachMaxBezugGebaeude', 'GebaeudeHoeheArt', 'GesamtePlangebiet']"
7706_5_0,auf den als parkschutzgebiet bezeichneten flächen sind gebäude nur innerhalb der mit grenzlinien umgrenzten bereiche zulässig.,"['ErrichtungGebaeude', 'Widmung']"
7706_6_0,"in dem mit spk/bb 1 gekennzeichneten bereich sind nur gebäude in zusammenhang mit sozialen zwecken mit einer maximalen gebäudehöhe von 7,00 m zulässig.","['GebaeudeHoeheMaxAbsolut', 'Nutzungsart', 'Planzeichen', 'Widmung']"
7706_7_0,"in dem mit spk/bb 2 bezeichneten bereich dürfen nur gebäude errichtet werden, die für die nutzung und pflege des parkschutzgebietes erforderlich sind.","['ErrichtungGebaeude', 'Planzeichen', 'Widmung']"
7706_7_1,"die gebäudehöhe darf 7,00 m nicht überschreiten.",['GebaeudeHoeheMaxAbsolut']
7706_8_0,gemäß § 4 abs. 3 sowie § 5 abs. 7 der bo für wien wird bestimmt:,[]
7706_9_0,"auf der mit bb 3 bezeichneten fläche wird eine widmung für zwei übereinander liegende räume derart festgesetzt, dass der raum unterhalb der brückenkonstruktionsunterkante dem erholungsgebiet wasserfläche und der raum darüber der öffentlichen verkehrsfläche zugeordnet wird.","['Planzeichen', 'WidmungInMehrerenEbenen']"
7706_9_1,der abteilungsleiter: dipl.-ing. klaus vatter senatsrat,[]
7444_0_0,unverkäufliches dienstexemplar!,[]
7444_0_1,magistrat der stadt wien ma 21 b stadtteilplanung und flächennutzung süd-nordost plandokument 7444 festsetzung des flächenwidmungsplanes und des bebauungsplanes,[]
7444_0_2,"der gemeinderat hat in seiner sitzung am 19. dezember 2003, pr. zl. 5283/2003–gsv, den folgenden beschluss gefasst: in festsetzung des flächenwidmungsplanes und des bebauungsplanes für das im antragsplan nr. 7444 mit der rot strichpunktierten linie oder den in roter schrift als „plangebietsgrenze“ bezeichneten fluchtlinien umschriebene gebiet zwischen wagramer straße, am langen felde, breitenleer straße, zillingergasse, hirschstettner straße und am freihof im",['VerkehrsflaecheID']
7444_1_0,"bezirk, kat. g. kagran werden unter anwendung des § 1 der bo für wien folgende bestimmungen getroffen:",[]
7444_2_0,"die bisher gültigen flächenwidmungspläne und bebauungspläne verlieren, soweit sie innerhalb des gegenständlichen plangebietes liegen, ihre weitere rechtskraft.",[]
7444_4_0,die roten planzeichen gelten als neu festgesetzt.,[]
7444_4_1,"für die rechtliche bedeutung der planzeichen ist die beiliegende „zeichenerklärung für den flächenwidmungsplan und den bebauungsplan“ (§§ 4 und 5 bo für wien) vom 1. oktober 2001 maßgebend, die einen bestandteil dieses beschlusses bildet.",[]
7444_5_0,"für die querschnitte der verkehrsflächen gemäß § 5 (2) lit. c der bauordnung für wien wird bestimmt, dass bei einer straßenbreite unter 10,0 m gehsteige mit insgesamt mindestens 2,0 m breite, bei einer straßenbreite von 10,0 m bis unter 16,0 m gehsteige mit jeweils mindestens 1,5 m breite, bei einer straßenbreite ab 16,0 m gehsteige mit jeweils mindestens 2,0 m breite, herzustellen sind.","['GehsteigbreiteMin', 'StrassenbreiteMax', 'StrassenbreiteMin', 'StrassenbreiteVonBis']"
7444_5_1,"innerhalb der querschnitte der mit bb5 bezeichneten öffentlichen verkehrsflächen sind jeweils geh- und radverkehrsanlagen im ausmaß von insgesamt 3,0 m breite herzustellen.","['AnOeffentlichenVerkehrsflaechen', 'GehsteigbreiteMin', 'Planzeichen']"
7444_5_2,für die querschnitte der verkehrsflächen wagramer straße und kagraner platz (im abschnitt zwischen der wagramer straße und der zillingergasse) wird innerhalb des plangebietes die herstellung jeweils einer radverkehrsanlage bestimmt.,"['Nutzungsart', 'VerkehrsflaecheID']"
7444_5_3,"für den querschnitt der verkehrsfläche am langen felde wird bestimmt, dass innerhalb des plangebietes vorsorge für die pflanzung einer baumreihe zu treffen ist.","['VerkehrsflaecheID', 'VorkehrungBepflanzung']"
7444_5_4,"für den querschnitt der verkehrsfläche kagraner platz östlich der eugen-bormann-gasse wird bestimmt, dass vorsorge für die pflanzung einer baumreihe zu treffen ist.","['VerkehrsflaecheID', 'VorkehrungBepflanzung']"
7444_6_0,gemäß § 5 (4) der bauordnung für wien wird für das gesamte plangebiet ohne eigene kennzeichnung im plan bestimmt:,[]
7444_7_0,"alle bebaubaren, jedoch unbebaut bleibenden grundflächen sind, soweit sie nicht für unbedingt erforderliche rangier- und zufahrtszwecke benötigt werden, gärtnerisch auszugestalten.","['AnordnungGaertnerischeAusgestaltung', 'AusnahmeGaertnerischAuszugestaltende']"
7444_8_0,die in prozentsätzen angegebenen beschränkungen der baulichen ausnützbarkeit beziehen sich jeweils auf die mit diesen prozentsätzen bezeichneten und durch fluchtlinien umgrenzten flächen.,[]
7444_8_1,bei teilung dieser flächen auf verschiedene bauplätze beziehen sich die angegebenen prozentsätze auf die jeweils in diese bauplätze entfallenden teile der bezeichneten flächen.,[]
7444_9_0,"im bereich der orientierungsnummern kagraner platz 5-28, 30-32 und 35-50 dürfen die baumassen an den öffentlichen verkehrsflächen zugewandten fronten nicht gestaffelt werden, die dachneigung hat zwischen 25 grad und 45 grad zu betragen.","['AnOeffentlichenVerkehrsflaechen', 'DachneigungMax', 'DachneigungMin', 'VerbotStaffelung', 'VerkehrsflaecheID']"
7444_9_1,der first ist parallel zur baulinie herzustellen.,[]
7444_10_0,gemäß § 5 (4) der bauordnung für wien wird für teile des plangebietes mit eigener kennzeichnung im plan (bb) bestimmt:,[]
7444_11_0,auf den mit bb1 bezeichneten flächen ist die unterbrechung der geschlossenen bauweise zulässig.,"['Planzeichen', 'UnterbrechungGeschlosseneBauweise']"
7444_12_0,"auf den mit ekz bb2 bezeichneten flächen ist die errichtung von fachmärkten zulässig, wobei innerhalb der gesamtheit der mit ekz bb2 bezeichneten flächen, die von räumen gemäß § 7 c (1) bo für wien in anspruch genommene gesamtnutzfläche das ausmaß von insgesamt 6.000 m² nicht überschreiten darf.","['BBAllgemein', 'Planzeichen']"
7444_12_1,"gemäß § 7 b (5) bo für wien hat dabei die mindestgröße von bauplätzen jeweils 2.500 m² zu betragen, wobei auf diesen bauplätzen jeweils höchstens 120 stellplätze hergestellt werden dürfen.",['StellplatzMax']
7444_13_0,"auf der mit spk bb3 bezeichneten fläche dürfen gebäude bis zu einer gebäudehöhe von maximal 5,0 m für kulturelle zwecke errichtet werden.","['ErrichtungGebaeude', 'GebaeudeHoeheMaxAbsolut', 'Nutzungsart', 'Planzeichen', 'Widmung']"
7444_13_1,"architekturelemente dürfen diese gebäudehöhe um maximal 3,5 m überragen.",[]
7444_14_0,"auf der mit bb6 bezeichneten fläche ist die errichtung einer maximal 0,5 m breiten und 9,0 m hohen lärmschutzeinrichtung bzw. vollflächigen einfriedung zulässig.","['EinfriedungAusgestaltung', 'EinfriedungHoeheGesamt', 'EinfriedungZulaessig', 'Planzeichen']"
7444_14_1,im fall einer transparenten ausführung sind vorrichtungen zum vogelschutz zu treffen.,['EinfriedungAusgestaltung']
7444_15_0,"auf den mit ak bezeichneten flächen werden arkaden mit einer lichten höhe von 4,5 m und einer lichten breite von 3,0 m angeordnet.","['ArkadeHoehe', 'Planzeichen']"
7444_15_1,die anordnung von statisch unbedingt erforderlichen stützen ist zulässig.,[]
7444_16_0,gemäß § 4 (3) und § 5 (7) der bauordnung für wien wird für teile des plangebietes mit eigener kennzeichnung im plan (bb) bestimmt:,['Planzeichen']
7444_17_0,"für die mit bb4 bezeichneten flächen wird bestimmt, dass der raum ab einer höhe von 3,0 m über dem niveau der anschließenden verkehrsfläche dem angrenzenden bauland und der darunter liegende raum der öffentlichen verkehrsfläche zuzuordnen ist.","['Planzeichen', 'WidmungInMehrerenEbenen']"
7444_17_1,"die anordnung von statisch erforderlichen konstruktionselementen (stützen) ist an einer grundstücksgrenze bis zu einem ausmaß von 0,5 m zulässig.",[]
7444_18_0,"für die mit bb7 bezeichneten flächen wird bestimmt, dass der raum ab einer höhe von 4,5 m über dem niveau der anschließenden verkehrsfläche dem angrenzenden bauland (gb iv g ekz bb2) und der darunter liegende raum der öffentlichen verkehrsfläche zugeordnet wird.","['Bauklasse', 'BauweiseID', 'Planzeichen', 'WidmungInMehrerenEbenen']"
7444_19_0,"die gemäß plandokument 7467 (beschluss des gemeinderates vom 27. juni 2001, pr. zl. 120/01-gsv) verhängte zeitlich begrenzte bausperre nach § 8 (2) der bo für wien wird durch diesen beschluss für den bereich des plangebietes aufgehoben.",[]
7444_19_1,der abteilungsleiter: dipl.-ing.,[]
7444_19_2,herbert binder senatsrat,[]
6770_0_0,unverkäufliches dienstexemplar!,[]
6770_0_1,m a g i s t r a t d e r s t a d t w i e n ma 21 a stadtteilplanung und flächennutzung innen-west plandokument 6770 festsetzung des flächenwidmungsplanes und des bebauungsplanes,[]
6770_0_2,"der gemeinderat hat in seiner sitzung am 30. september 1998 pr. zl. 332 gpz/98, den folgenden beschluß gefaßt: in festsetzung des flächenwidmungsplanes und des bebauungsplanes für das im antragsplan nr. 6770 mit der rot strichpunktierten linie umschriebene gebiet zwischen mariahilfer straße, arnsteingasse, sechshauser straße, grimmgasse und dadlergasse im",[]
6770_1_0,"bezirk, kat.g. rudolfsheim und sechshaus sowie in festsetzung einer schutzzone gemäß § 7 (1) der bo für wien für einen teil des plangebietes werden unter anwendung des § 1 der bo für wien folgende bestimmungen getroffen:",[]
6770_2_0,der bisher gültige flächenwidmungsplan und bebauungsplan verliert seine weitere rechtskraft.,[]
6770_4_0,die roten planzeichen gelten als neu festgesetzt.,[]
6770_4_1,"für die rechtliche bedeutung der planzeichen ist die beiliegende „zeichenerklärung für den flächenwidmungsplan und den bebauungsplan"" (§§ 4 und 5 der bauordnung für wien) vom",[]
6770_5_0,"september 1996 maßgebend, die einen bestandteil dieses beschlusses bildet.",[]
6770_5_1,seite - 2 -,[]
6770_6_0,"für die querschnitte der verkehrsflächen gemäß § 5 (2) lit. c der bo für wien wird bestimmt, daß bei einer straßenbreite unter 10,0 m entlang der fluchtlinien gehsteige mit mindestens 0,8 m breite, bei einer straßenbreite von 10,0 m bis unter 16,0 m entlang der fluchtlinien gehsteige mit mindestens 1,5 m breite und bei einer straßenbreite ab 16,0 m entlang der fluchtlinien gehsteige mit mindestens 2,0 m breite herzustellen sind.","['AnFluchtlinie', 'GehsteigbreiteMin', 'StrassenbreiteMax', 'StrassenbreiteMin', 'StrassenbreiteVonBis']"
6770_6_1,"für die verkehrsflächen reindorfgasse, oelweingasse und schwendergasse sind vorkehrungen zu treffen, daß die pflanzung von bäumen möglich ist.","['VerkehrsflaecheID', 'VorkehrungBepflanzung']"
6770_7_0,gemäß § 5 (4) der bo für wien wird bestimmt:,[]
6770_8_0,für das gesamte plangebiet gültige bestimmungen:,['GesamtePlangebiet']
6770_9_0,"an allen öffentlichen verkehrsflächen ist die errichtung von erkern, balkonen, und loggien an den baulinien untersagt.","['AnFluchtlinie', 'AnOeffentlichenVerkehrsflaechen', 'VorbautenVerbot']"
6770_9_1,"bauelemente, die der gliederung und architektonischen gestaltung der schauseiten der gebäude dienen, dürfen an straßen bis zu einer breite von 16,0 m höchstens 0,6 m, an straßen von mehr als 16,0 m breite höchstens 0,8 m über die baulinie vorragen.","['StrassenbreiteMax', 'StrassenbreiteMin', 'VorstehendeBauelementeAusladungMax']"
6770_10_0,"der höchste punkt des daches der zur errichtung gelangenden gebäude darf nicht höher als 4,5 m über der tatsächlich errichteten gebäudehöhe liegen.","['AbschlussDachMaxBezugGebaeude', 'GebaeudeHoeheArt']"
6770_11_0,"für alle flächen, für die die gärtnerische ausgestaltung vorgeschrieben ist, sind bei unterirdischen baulichkeiten vorkehrungen zu treffen, daß für das pflanzen von bäumen ausreichende erdkerne vorhanden bleiben.","['AnordnungGaertnerischeAusgestaltung', 'UnterirdischeBaulichkeiten', 'VorkehrungBepflanzung']"
6770_12_0,pro bauplatz darf nur ein nebengebäude bis zu einer bebauten fläche von maximal 30 m² errichtet werden.,"['AnzahlGebaeudeMax', 'BebauteFlaecheMaxNebengebaeude', 'GebaeudeBautyp']"
6770_12_1,die dächer der zur errichtung gelangenden nebengebäude sind ab einer größe von 5 m² entsprechend dem stand der technischen wissenschaften als begrünte flachdächer auszubilden.,"['BegruenungDach', 'Dachart', 'DachflaecheMin', 'GebaeudeBautyp']"
6770_12_2,technische bzw. der belichtung dienende aufbauten sind im erforderlichen ausmaß zulässig.,['AufbautenZulaessig']
6770_13_0,"einfriedungen an seitlichen und hinteren grundgrenzen der liegenschaften im bauland, für die die gärtnerische ausgestaltung angeordnet ist, dürfen 2,0 m nicht überragen und ab einer höhe von 0,5 m den freien durchblick nicht hindern.","['AnordnungGaertnerischeAusgestaltung', 'EinfriedungAusgestaltung', 'EinfriedungHoeheGesamt', 'EinfriedungLage', 'Widmung']"
6770_14_0,für teilbereiche des plangebietes gültige bestimmungen:,[]
6770_15_0,"auf den mit ödg bezeichneten flächen sind räume in einer breite von mindestens 3,0 m und einer lichten höhe von mindestens 2,5 m für öffentliche durchgänge von jeder bebauung freizuhalten.","['BBAllgemein', 'DurchgangBreite', 'DurchgangHoehe', 'Planzeichen']"
6770_15_1,seite - 3 -,[]
6770_16_0,"auf der mit dg bezeichneten fläche ist ein durchgang mit einer lichten höhe von mindestens 2,5 m höhe von jeder bebauung freizuhalten.","['DurchgangHoehe', 'Planzeichen']"
6770_17_0,auf den mit bb1 bezeichneten flächen ist die unterbrechung der geschlossenen bauweise zulässig.,"['Planzeichen', 'UnterbrechungGeschlosseneBauweise']"
6770_18_0,auf den mit g bb2 bezeichneten flächen ist die errichtung von unterirdischen bauten untersagt.,"['Planzeichen', 'VonBebauungFreizuhalten', 'Widmung']"
6770_19_0,"innerhalb der mit bb3 bezeichneten flächen sind die dächer der gebäude als begehbare dachgärten oder dachterrassen auszubilden, wobei deren fußbodenoberkante nicht höher als die angegebenen gebäudehöhen liegen dürfen.",['Planzeichen']
6770_19_1,die ausgestaltung hat zumindest durch das aufstellen von mit erdreich befüllten und bepflanzten behältern oder blumentrögen im ausmaß von mehr als 50 v. h. der dachfläche zu erfolgen.,['AnteilDachbegruenung']
6770_19_2,bei nichtbebauung sind die freibleibenden flächen mit ausnahme betrieblich benötigter rangier- und zufahrtsflächen gärtnerisch auszugestalten.,"['AnordnungGaertnerischeAusgestaltung', 'AusnahmeGaertnerischAuszugestaltende']"
6770_20_0,bei den auf mit bb4 bezeichneten grundflächen errichteten gebäuden dürfen die fenster der aufenthaltsräume von wohnungen im erdgeschoß nicht zur verkehrsfläche gerichtet sein.,"['Planzeichen', 'Stockwerk', 'VerbotFensterZuOeffentlichenVerkehrsflaechen']"
6770_20_1,der abteilungsleiter: dipl.-ing. klaus vatter senatsrat,[]
7671_0_0,magistrat der stadt wien ma 21 b stadtteilplanung und flächennutzung süd-nordost plandokument 7671 festsetzung des flächenwidmungsplanes und des bebauungsplanes,[]
7671_0_1,"der gemeinderat hat in seiner sitzung am 28. juni 2006, pr. zl. 2410/2006–gsv, den folgenden beschluss gefasst: in festsetzung des flächenwidmungsplanes und des bebauungsplanes für das im antragsplan nr. 7671 mit der rot strichpunktierten linie oder den in roter schrift als „plangebietsgrenze“ bezeichneten fluchtlinien umschriebene gebiet zwischen rennbahnweg, linienzug 1-2 (theodor-kramer-straße), linienzug 2-3 (bertha-von- suttner-gasse), linienzug 3-4 (sileneweg), am langen felde und wagramer straße im 22.",['VerkehrsflaecheID']
7671_0_2,"bezirk, kat. g. kagran werden unter anwendung des § 1 der bo für wien folgende bestimmungen getroffen:",[]
7671_1_0,"die bisher gültigen flächenwidmungspläne und bebauungspläne verlieren, soweit sie innerhalb des gegenständlichen plangebietes liegen, ihre weitere rechtskraft.",[]
7671_3_0,die roten planzeichen gelten als neu festgesetzt.,[]
7671_3_1,"für die rechtliche bedeutung der planzeichen ist die beiliegende „zeichenerklärung für den flächenwidmungsplan und den bebauungsplan“ (§§ 4 und 5 bo für wien) vom 1. oktober 2001 maßgebend, die einen bestandteil dieses beschlusses bildet.",[]
7671_4_0,"für die querschnitte der verkehrsflächen gemäß § 5 (2) lit. c der bauordnung für wien wird bestimmt, dass bei einer straßenbreite ab 11,0 m gehsteige mit jeweils mindestens 2,0 m breite herzustellen sind.","['GehsteigbreiteMin', 'StrassenbreiteMin']"
7671_4_1,für den querschnitt der theodor-kramer-straße ist im abschnitt zwischen rennbahnweg und bertha-von-suttner-gasse vorsorge für die pflanzung von zwei baumreihen zu treffen.,"['VerkehrsflaecheID', 'VorkehrungBepflanzung']"
7671_4_2,"im abschnitt zwischen ferdinand-stransky-weg und bertha-von-suttner-gasse wird bestimmt, dass vorsorge für eine ausgestaltung mit grünelementen in einer breite von mindestens 20 m zu treffen ist.","['VerkehrsflaecheID', 'VorkehrungBepflanzung']"
7671_4_3,"für den querschnitt der wagramer straße innerhalb des plangebietes sowie für die querschnitte der straßen code 06315, code 09743 und code 01542 (goldemundweg) ist jeweils vorsorge für die pflanzung einer baumreihe zu treffen.","['VerkehrsflaecheID', 'VorkehrungBepflanzung']"
7671_4_4,"für den querschnitt der öffentlichen verkehrsfläche code nr. 09743 wird darüber hinaus bestimmt, dass ab einer straßenbreite von 17,0 m der verbleibende querschnitt mit grünelementen auszugestalten ist.","['StrassenbreiteMin', 'VorkehrungBepflanzung']"
7671_5_0,gemäß § 5 (4) und § 5 (7) der bauordnung für wien wird für das gesamte plangebiet ohne eigene kennzeichnung im plan bestimmt:,['GesamtePlangebiet']
7671_6_0,"alle bebaubaren, jedoch unbebaut bleibenden grundflächen sind, mit ausnahme von unbedingt erforderlichen park-, rangier- und manipulationsflächen, gärtnerisch auszugestalten.","['AnordnungGaertnerischeAusgestaltung', 'AusnahmeGaertnerischAuszugestaltende']"
7671_7_0,die in prozentsätzen angegebenen beschränkungen der baulichen ausnutzbarkeit beziehen sich jeweils auf die mit diesen prozentsätzen bezeichneten und durch fluchtlinien umgrenzten flächen.,[]
7671_7_1,bei teilung dieser flächen auf verschiedene bauplätze (oder sonstige bebaubare flächen) beziehen sich die prozentsätze der baulichen ausnutzbarkeit auf die in die einzelnen bauplätze (oder sonstige bebaubaren flächen) entfallenden teilflächen.,[]
7671_8_0,gemäß § 5 (4) der bauordnung für wien wird für teile des plangebietes mit eigener kennzeichnung im plan (bb) bestimmt:,[]
7671_9_0,auf den mit bb1 bezeichneten grundflächen ist die unterbrechung der geschlossenen bauweise zulässig.,"['Planzeichen', 'UnterbrechungGeschlosseneBauweise']"
7671_10_0,auf den mit bb2 bezeichneten grundflächen ist die errichtung von wohnungen untersagt.,"['Planzeichen', 'VerbotWohnung']"
7671_11_0,"auf der mit ekz bb3 bezeichneten grundfläche ist die errichtung eines einkaufszentrums zulässig, wobei innerhalb der gesamtheit der mit ekz bb3 bezeichneten flächen die von räumen gemäß § 7c abs. 1 bo für wien in anspruch genommene gesamtnutzfläche in summe 8.500 m² nicht überschreiten darf.","['BBAllgemein', 'BestimmmungenFuerHochhausUndGrossbauvorhaben', 'Planzeichen']"
7671_11_1,"es dürfen nur fachmärkte, aber keine einkaufszentren für lebens- und genussmittel der grundversorgung errichtet werden.","['ErrichtungGebaeude', 'Nutzungsart']"
7671_14_1,technische bzw. der belichtung dienende aufbauten sind im erforderlichen ausmaß zulässig.,['AufbautenZulaessig']
7671_15_0,die mit p bb5 bezeichneten grundflächen sind der errichtung von anlagen zum einstellen von kraftfahrzeugen im niveau vorbehalten.,"['AnlageZumEinstellenVorhanden', 'BBAllgemein', 'Planzeichen', 'StellplatzImNiveauZulaessig']"
7671_15_1,die errichtung von oberirdischen bauten ist untersagt.,"['ErrichtungGebaeude', 'VonBebauungFreizuhalten']"
7671_16_0,"entlang der mit bb6 bezeichneten baulinie ist die errichtung einer vollflächigen lärmschutzwand bis zu einer höhe von 3,0 m zulässig.","['AnFluchtlinie', 'EinfriedungHoeheGesamt', 'EinfriedungZulaessig', 'Planzeichen']"
7671_17_0,"die mit p bb11 bezeichnete grundfläche ist der errichtung von anlagen zum einstellen von kraftfahrzeugen im niveau vorbehalten, wobei mindestens 20 % der grundfläche gärtnerisch auszugestalten sind.","['AnlageZumEinstellenVorhanden', 'AnordnungGaertnerischeAusgestaltungProzentual', 'BBAllgemein', 'Planzeichen', 'StellplatzImNiveauZulaessig']"
7671_18_0,gemäß § 4 (3) und § 5 (7) der bauordnung für wien wird für teile des plangebietes mit eigener kennzeichnung (bb) bestimmt:,['Planzeichen']
